Target,CAMEOCode,Date,Source,Region,
PE,"Public Administration, Law, and Justice",10/09/2012 12:00:00 AM,FR,,
PE,"Public Administration, Law, and Justice",08/28/2012 12:00:00 AM,PE,,
PE,Health and other social services,07/05/2012 12:00:00 AM,PE,,
PH,"Public Administration, Law, and Justice",08/29/2012 12:00:00 AM,PH,,
PH,"Agriculture, fishing, and forestry",08/16/2012 12:00:00 AM,PH,,
PH,"Public Administration, Law, and Justice",09/21/2012 12:00:00 AM,GB,,
PH,Energy and mining,09/25/2012 12:00:00 AM,PH,,
PL,"Water, sanitation and flood protection",07/05/2012 12:00:00 AM,AZ,,
PL,"Water, sanitation and flood protection",07/05/2012 12:00:00 AM,PL,,
RO,Health and other social services,09/28/2012 12:00:00 AM,RO,,
RO,Health and other social services,09/20/2012 12:00:00 AM,RO,,
RO,Health and other social services,09/11/2012 12:00:00 AM,RO,,
RO,"Agriculture, fishing, and forestry",07/05/2012 12:00:00 AM,RO,,
RO,"Agriculture, fishing, and forestry",07/30/2012 12:00:00 AM,RO,,
RO,"Agriculture, fishing, and forestry",07/30/2012 12:00:00 AM,RO,,
RU,"Water, sanitation and flood protection",07/26/2012 12:00:00 AM,IL,,
RU,"Water, sanitation and flood protection",07/06/2012 12:00:00 AM,RU,,
RU,"Water, sanitation and flood protection",07/03/2012 12:00:00 AM,RU,,
RU,"Water, sanitation and flood protection",07/03/2012 12:00:00 AM,RU,,
RU,"Water, sanitation and flood protection",10/08/2012 12:00:00 AM,RU,,
RU,"Public Administration, Law, and Justice",09/06/2012 12:00:00 AM,RU,,
RU,"Public Administration, Law, and Justice",07/26/2012 12:00:00 AM,RU,,
RU,"Public Administration, Law, and Justice",07/17/2012 12:00:00 AM,RU,,
RU,"Public Administration, Law, and Justice",12/10/2012 12:00:00 AM,RU,,
RU,"Public Administration, Law, and Justice",07/05/2012 12:00:00 AM,RU,,
RU,"Public Administration, Law, and Justice",08/30/2012 12:00:00 AM,RU,,
RU,"Public Administration, Law, and Justice",08/21/2012 12:00:00 AM,RU,,
RU,"Public Administration, Law, and Justice",08/30/2012 12:00:00 AM,RU,,
RU,"Public Administration, Law, and Justice",08/21/2012 12:00:00 AM,RU,,
RU,"Public Administration, Law, and Justice",07/31/2012 12:00:00 AM,RU,,
RU,"Public Administration, Law, and Justice",08/29/2012 12:00:00 AM,RU,,
RU,"Public Administration, Law, and Justice",10/01/2012 12:00:00 AM,RU,,
RU,"Public Administration, Law, and Justice",09/24/2012 12:00:00 AM,US,,
RU,"Public Administration, Law, and Justice",08/17/2012 12:00:00 AM,RU,,
RU,"Public Administration, Law, and Justice",09/19/2012 12:00:00 AM,RU,,
RU,"Public Administration, Law, and Justice",09/19/2012 12:00:00 AM,RU,,
RU,Education,08/16/2012 12:00:00 AM,RU,,
RU,Education,07/30/2012 12:00:00 AM,NL,,
RU,Education,08/30/2012 12:00:00 AM,RU,,
RU,Education,08/09/2012 12:00:00 AM,RU,,
RU,Education,07/13/2012 12:00:00 AM,RU,,
RU,Education,08/09/2012 12:00:00 AM,RU,,
RU,Education,11/07/2012 12:00:00 AM,RU,,
RU,Education,09/28/2012 12:00:00 AM,RU,,
RU,Education,10/02/2012 12:00:00 AM,RU,,
RU,"Public Administration, Law, and Justice",09/21/2012 12:00:00 AM,RU,,
RU,Finance,07/20/2012 12:00:00 AM,RU,,
RU,Education,07/09/2012 12:00:00 AM,RU,,
RU,"Public Administration, Law, and Justice",09/21/2012 12:00:00 AM,RU,,
RU,Education,09/04/2012 12:00:00 AM,LV,,
RU,Education,09/04/2012 12:00:00 AM,RU,,
RW,"Agriculture, fishing, and forestry",08/17/2012 12:00:00 AM,RW,,
RW,Energy and mining,09/03/2012 12:00:00 AM,IN,,
WS,"Agriculture, fishing, and forestry",07/02/2012 12:00:00 AM,NZ,,
WS,"Agriculture, fishing, and forestry",07/02/2012 12:00:00 AM,NZ,,
WS,"Agriculture, fishing, and forestry",07/03/2012 12:00:00 AM,AU,,
WS,Transportation,08/09/2012 12:00:00 AM,WS,,
ST,"Water, sanitation and flood protection",09/11/2012 12:00:00 AM,ST,,
ST,"Water, sanitation and flood protection",09/11/2012 12:00:00 AM,ST,,
SN,"Water, sanitation and flood protection",09/18/2012 12:00:00 AM,SN,,
SN,"Water, sanitation and flood protection",09/18/2012 12:00:00 AM,SN,,
YF,"Public Administration, Law, and Justice",10/05/2012 12:00:00 AM,HR,,
YF,"Agriculture, fishing, and forestry",07/23/2012 12:00:00 AM,YF,,
YF,"Public Administration, Law, and Justice",08/01/2012 12:00:00 AM,DE,,
YF,"Public Administration, Law, and Justice",09/04/2012 12:00:00 AM,YF,,
YF,"Public Administration, Law, and Justice",09/04/2012 12:00:00 AM,YF,,
YF,"Public Administration, Law, and Justice",07/30/2012 12:00:00 AM,FI,,
YF,"Public Administration, Law, and Justice",09/24/2012 12:00:00 AM,YF,,
YF,"Public Administration, Law, and Justice",09/27/2012 12:00:00 AM,YF,,
YF,"Public Administration, Law, and Justice",07/10/2012 12:00:00 AM,YF,,
YF,"Public Administration, Law, and Justice",08/23/2012 12:00:00 AM,YF,,
YF,"Public Administration, Law, and Justice",08/23/2012 12:00:00 AM,YF,,
YF,"Public Administration, Law, and Justice",08/23/2012 12:00:00 AM,YF,,
YF,"Public Administration, Law, and Justice",08/23/2012 12:00:00 AM,YF,,
YF,"Agriculture, fishing, and forestry",07/27/2012 12:00:00 AM,YF,,
SL,Transportation,07/11/2012 12:00:00 AM,SL,,
SL,Transportation,07/11/2012 12:00:00 AM,SL,,
SL,Transportation,11/28/2012 12:00:00 AM,SL,,
SL,Transportation,07/11/2012 12:00:00 AM,SL,,
SL,Transportation,07/11/2012 12:00:00 AM,SL,,
SL,Transportation,07/26/2012 12:00:00 AM,SL,,
SL,Transportation,08/02/2012 12:00:00 AM,SL,,
SL,Transportation,10/19/2012 12:00:00 AM,ZA,,
SL,Transportation,09/10/2012 12:00:00 AM,IE,,
SL,"Water, sanitation and flood protection",09/06/2012 12:00:00 AM,SL,,
SL,"Public Administration, Law, and Justice",08/07/2012 12:00:00 AM,GH,,
SL,"Agriculture, fishing, and forestry",08/28/2012 12:00:00 AM,GH,,
SL,"Agriculture, fishing, and forestry",11/05/2012 12:00:00 AM,1W,,
SL,Education,08/13/2012 12:00:00 AM,SL,,
SL,Education,08/17/2012 12:00:00 AM,SL,,
SB,"Public Administration, Law, and Justice",10/27/2012 12:00:00 AM,HK,,
8S,"Agriculture, fishing, and forestry",10/21/2012 12:00:00 AM,BD,,
8S,"Agriculture, fishing, and forestry",10/21/2012 12:00:00 AM,BD,,
8S,"Agriculture, fishing, and forestry",10/21/2012 12:00:00 AM,BD,,
7B,"Water, sanitation and flood protection",08/09/2012 12:00:00 AM,CA,,
7B,"Water, sanitation and flood protection",08/01/2012 12:00:00 AM,IT,,
7B,"Water, sanitation and flood protection",07/24/2012 12:00:00 AM,HR,,
7B,Finance,08/31/2012 12:00:00 AM,DE,,
SS,"Agriculture, fishing, and forestry",11/07/2012 12:00:00 AM,SS,,
SS,"Agriculture, fishing, and forestry",11/07/2012 12:00:00 AM,SD,,
SS,Health and other social services,10/12/2012 12:00:00 AM,UG,,
SS,"Agriculture, fishing, and forestry",11/07/2012 12:00:00 AM,SD,,
SS,"Agriculture, fishing, and forestry",11/07/2012 12:00:00 AM,SS,,
SS,"Agriculture, fishing, and forestry",11/07/2012 12:00:00 AM,SS,,
LK,Education,07/06/2012 12:00:00 AM,LK,,
LK,Education,07/06/2012 12:00:00 AM,LK,,
LK,Education,07/10/2012 12:00:00 AM,LK,,
LK,Education,07/31/2012 12:00:00 AM,LK,,
LK,Education,08/07/2012 12:00:00 AM,LK,,
LK,Education,09/03/2012 12:00:00 AM,LK,,
LK,Education,09/03/2012 12:00:00 AM,LK,,
LK,Education,09/05/2012 12:00:00 AM,LK,,
LK,Education,09/11/2012 12:00:00 AM,LK,,
LK,Education,09/03/2012 12:00:00 AM,LK,,
LK,Education,09/03/2012 12:00:00 AM,LK,,
LK,Education,09/05/2012 12:00:00 AM,LK,,
LK,Education,09/08/2012 12:00:00 AM,LK,,
LK,Education,09/13/2012 12:00:00 AM,LK,,
LK,Transportation,09/09/2012 12:00:00 AM,GB,,
LK,Transportation,09/24/2012 12:00:00 AM,LK,,
VC,"Water, sanitation and flood protection",07/05/2012 12:00:00 AM,VC,,
VC,"Water, sanitation and flood protection",07/18/2012 12:00:00 AM,DM,,
VC,Education,07/27/2012 12:00:00 AM,BB,,
SD,Education,07/31/2012 12:00:00 AM,SD,,
SD,Education,09/12/2012 12:00:00 AM,SD,,
SD,Education,09/12/2012 12:00:00 AM,SD,,
SD,Education,09/12/2012 12:00:00 AM,SD,,
SD,Education,09/12/2012 12:00:00 AM,SD,,
SD,Education,09/12/2012 12:00:00 AM,SD,,
SD,Education,09/12/2012 12:00:00 AM,SD,,
SD,Health and other social services,07/31/2012 12:00:00 AM,SD,,
SD,Health and other social services,07/02/2012 12:00:00 AM,SD,,
SD,Health and other social services,07/02/2012 12:00:00 AM,SD,,
SD,Health and other social services,07/02/2012 12:00:00 AM,SD,,
SD,Health and other social services,07/02/2012 12:00:00 AM,SD,,
SD,Health and other social services,07/02/2012 12:00:00 AM,SD,,
SD,Health and other social services,07/02/2012 12:00:00 AM,SD,,
SD,Health and other social services,07/02/2012 12:00:00 AM,SD,,
SD,Health and other social services,07/02/2012 12:00:00 AM,SD,,
SD,Health and other social services,07/02/2012 12:00:00 AM,SD,,
SD,Health and other social services,07/02/2012 12:00:00 AM,SD,,
SD,Transportation,07/26/2012 12:00:00 AM,SD,,
SD,Transportation,07/26/2012 12:00:00 AM,SD,,
SD,"Water, sanitation and flood protection",07/27/2012 12:00:00 AM,SD,,
SZ,"Public Administration, Law, and Justice",09/05/2012 12:00:00 AM,AU,,
SZ,Health and other social services,09/04/2012 12:00:00 AM,SZ,,
SZ,Health and other social services,09/26/2012 12:00:00 AM,SZ,,
SZ,Health and other social services,10/03/2012 12:00:00 AM,SZ,,
SZ,"Public Administration, Law, and Justice",08/26/2012 12:00:00 AM,PK,,
SZ,"Public Administration, Law, and Justice",09/05/2012 12:00:00 AM,AU,,
TJ,"Water, sanitation and flood protection",10/23/2012 12:00:00 AM,GB,,
TJ,Education,11/29/2012 12:00:00 AM,TJ,,
TJ,Health and other social services,11/12/2012 12:00:00 AM,AE,,
TJ,Health and other social services,07/17/2012 12:00:00 AM,TJ,,
TJ,Health and other social services,08/03/2012 12:00:00 AM,TJ,,
TJ,Health and other social services,11/12/2012 12:00:00 AM,TJ,,
TJ,"Agriculture, fishing, and forestry",11/21/2012 12:00:00 AM,KG,,
TJ,"Agriculture, fishing, and forestry",10/18/2012 12:00:00 AM,TJ,,
TJ,"Agriculture, fishing, and forestry",09/10/2012 12:00:00 AM,TJ,,
TJ,"Agriculture, fishing, and forestry",08/17/2012 12:00:00 AM,TJ,,
TJ,"Agriculture, fishing, and forestry",09/03/2012 12:00:00 AM,TJ,,
TJ,"Agriculture, fishing, and forestry",11/21/2012 12:00:00 AM,TJ,,
TJ,"Water, sanitation and flood protection",08/27/2012 12:00:00 AM,TJ,,
TJ,"Water, sanitation and flood protection",08/16/2012 12:00:00 AM,TJ,,
TJ,Education,08/02/2012 12:00:00 AM,TJ,,
TJ,Education,08/02/2012 12:00:00 AM,PH,,
TJ,Education,11/26/2012 12:00:00 AM,TJ,,
TJ,Education,08/14/2012 12:00:00 AM,KZ,,
TJ,Education,11/13/2012 12:00:00 AM,TJ,,
TJ,Health and other social services,08/28/2012 12:00:00 AM,KZ,,
TJ,Health and other social services,08/28/2012 12:00:00 AM,KZ,,
TJ,Education,08/28/2012 12:00:00 AM,KZ,,
TJ,"Water, sanitation and flood protection",08/28/2012 12:00:00 AM,KZ,,
TJ,Education,08/28/2012 12:00:00 AM,KZ,,
TJ,"Public Administration, Law, and Justice",08/28/2012 12:00:00 AM,KZ,,
TJ,Education,08/28/2012 12:00:00 AM,KZ,,
TJ,Education,08/28/2012 12:00:00 AM,KZ,,
TJ,"Agriculture, fishing, and forestry",08/28/2012 12:00:00 AM,KZ,,
TJ,"Public Administration, Law, and Justice",08/28/2012 12:00:00 AM,KZ,,
TJ,"Public Administration, Law, and Justice",08/28/2012 12:00:00 AM,KZ,,
TJ,"Agriculture, fishing, and forestry",08/28/2012 12:00:00 AM,KZ,,
TJ,"Agriculture, fishing, and forestry",07/30/2012 12:00:00 AM,TJ,,
TJ,"Agriculture, fishing, and forestry",07/30/2012 12:00:00 AM,TJ,,
TJ,"Agriculture, fishing, and forestry",11/01/2012 12:00:00 AM,TJ,,
TJ,Health and other social services,08/01/2012 12:00:00 AM,DE,,
TJ,Health and other social services,08/01/2012 12:00:00 AM,DE,,
TJ,"Public Administration, Law, and Justice",09/14/2012 12:00:00 AM,NL,,
TJ,"Water, sanitation and flood protection",09/04/2012 12:00:00 AM,DE,,
TJ,Energy and mining,09/27/2012 12:00:00 AM,CN,,
TJ,Energy and mining,11/05/2012 12:00:00 AM,TJ,,
TJ,"Water, sanitation and flood protection",07/20/2012 12:00:00 AM,TJ,,
TZ,"Water, sanitation and flood protection",07/06/2012 12:00:00 AM,TZ,,
TZ,Health and other social services,07/19/2012 12:00:00 AM,TZ,,
TZ,Health and other social services,07/13/2012 12:00:00 AM,IN,,
TZ,"Agriculture, fishing, and forestry",10/10/2012 12:00:00 AM,GB,,
TZ,"Public Administration, Law, and Justice",09/06/2012 12:00:00 AM,TZ,,
TZ,Energy and mining,10/15/2012 12:00:00 AM,TZ,,
TZ,Transportation,09/07/2012 12:00:00 AM,TZ,,
TZ,"Water, sanitation and flood protection",07/19/2012 12:00:00 AM,TZ,,
TZ,"Public Administration, Law, and Justice",11/22/2012 12:00:00 AM,TZ,,
TZ,"Water, sanitation and flood protection",08/28/2012 12:00:00 AM,CN,,
TZ,Transportation,11/25/2012 12:00:00 AM,TZ,,
TZ,Transportation,09/19/2012 12:00:00 AM,TZ,,
TZ,Transportation,10/03/2012 12:00:00 AM,TZ,,
TZ,Transportation,09/03/2012 12:00:00 AM,TZ,,
TH,Education,11/24/2012 12:00:00 AM,US,,
TH,Transportation,08/14/2012 12:00:00 AM,TH,,
TP,Health and other social services,08/22/2012 12:00:00 AM,HR,,
TP,Health and other social services,09/24/2012 12:00:00 AM,TP,,
TP,Education,08/23/2012 12:00:00 AM,TP,,
TP,Transportation,07/31/2012 12:00:00 AM,AU,,
TP,"Public Administration, Law, and Justice",07/04/2012 12:00:00 AM,US,,
TG,Health and other social services,11/28/2012 12:00:00 AM,TG,,
TG,Health and other social services,11/28/2012 12:00:00 AM,TG,,
TG,Health and other social services,11/28/2012 12:00:00 AM,TG,,
TG,Health and other social services,11/28/2012 12:00:00 AM,TG,,
TG,Health and other social services,11/28/2012 12:00:00 AM,TG,,
TG,Health and other social services,11/28/2012 12:00:00 AM,TG,,
TG,Health and other social services,11/28/2012 12:00:00 AM,TG,,
TG,Health and other social services,11/28/2012 12:00:00 AM,TG,,
TG,"Agriculture, fishing, and forestry",11/20/2012 12:00:00 AM,BF,,
TG,Health and other social services,11/28/2012 12:00:00 AM,TG,,
TG,"Agriculture, fishing, and forestry",11/20/2012 12:00:00 AM,BF,,
TO,Energy and mining,07/19/2012 12:00:00 AM,AU,,
TO,Transportation,07/30/2012 12:00:00 AM,AU,,
TO,Transportation,11/13/2012 12:00:00 AM,AU,,
TO,Transportation,11/12/2012 12:00:00 AM,TO,,
TO,Transportation,08/09/2012 12:00:00 AM,TO,,
TO,Transportation,11/12/2012 12:00:00 AM,TO,,
TO,Transportation,11/12/2012 12:00:00 AM,TO,,
TO,Transportation,08/08/2012 12:00:00 AM,NZ,,
TO,Transportation,08/08/2012 12:00:00 AM,NZ,,
TO,Transportation,08/08/2012 12:00:00 AM,NZ,,
TO,Transportation,07/02/2012 12:00:00 AM,CR,,
TO,Transportation,07/10/2012 12:00:00 AM,AU,,
TO,Transportation,08/18/2012 12:00:00 AM,NZ,,
TO,Transportation,08/18/2012 12:00:00 AM,NZ,,
TO,Transportation,08/18/2012 12:00:00 AM,NZ,,
TO,Transportation,08/13/2012 12:00:00 AM,NZ,,
TO,Transportation,08/16/2012 12:00:00 AM,TO,,
TO,Transportation,10/18/2012 12:00:00 AM,TO,,
TN,"Agriculture, fishing, and forestry",11/01/2012 12:00:00 AM,TN,,
TN,"Agriculture, fishing, and forestry",11/01/2012 12:00:00 AM,TN,,
TN,"Agriculture, fishing, and forestry",11/01/2012 12:00:00 AM,TN,,
TN,"Agriculture, fishing, and forestry",11/01/2012 12:00:00 AM,TN,,
TR,"Public Administration, Law, and Justice",09/27/2012 12:00:00 AM,EE,,
TR,"Public Administration, Law, and Justice",09/27/2012 12:00:00 AM,TR,,
TR,"Water, sanitation and flood protection",09/27/2012 12:00:00 AM,TR,,
TR,"Water, sanitation and flood protection",09/27/2012 12:00:00 AM,TR,,
TR,"Water, sanitation and flood protection",07/24/2012 12:00:00 AM,DE,,
TR,"Water, sanitation and flood protection",07/24/2012 12:00:00 AM,DE,,
TR,"Public Administration, Law, and Justice",09/28/2012 12:00:00 AM,TR,,
TR,"Water, sanitation and flood protection",09/28/2012 12:00:00 AM,TR,,
TR,Transportation,11/05/2012 12:00:00 AM,TR,,
TR,Energy and mining,08/16/2012 12:00:00 AM,IT,,
TR,Energy and mining,08/16/2012 12:00:00 AM,TR,,
TR,Health and other social services,08/09/2012 12:00:00 AM,TR,,
TV,Transportation,08/18/2012 12:00:00 AM,NZ,,
TV,Transportation,08/18/2012 12:00:00 AM,NZ,,
TV,Transportation,08/15/2012 12:00:00 AM,TV,,
TV,Transportation,08/06/2012 12:00:00 AM,TV,,
TV,Transportation,09/19/2012 12:00:00 AM,TV,,
TV,Transportation,07/10/2012 12:00:00 AM,AU,,
TV,Transportation,08/13/2012 12:00:00 AM,NZ,,
TV,Transportation,08/16/2012 12:00:00 AM,TO,,
TV,Transportation,10/18/2012 12:00:00 AM,TO,,
UG,"Public Administration, Law, and Justice",09/06/2012 12:00:00 AM,UG,,
UG,"Public Administration, Law, and Justice",09/06/2012 12:00:00 AM,UG,,
UG,"Public Administration, Law, and Justice",07/19/2012 12:00:00 AM,UG,,
UG,"Public Administration, Law, and Justice",07/11/2012 12:00:00 AM,UG,,
UG,Health and other social services,07/05/2012 12:00:00 AM,UG,,
UG,Health and other social services,07/05/2012 12:00:00 AM,UG,,
UG,"Water, sanitation and flood protection",07/02/2012 12:00:00 AM,UG,,
UG,"Water, sanitation and flood protection",07/02/2012 12:00:00 AM,UG,,
UG,"Water, sanitation and flood protection",07/02/2012 12:00:00 AM,UG,,
UG,"Water, sanitation and flood protection",07/02/2012 12:00:00 AM,UG,,
UG,"Water, sanitation and flood protection",09/06/2012 12:00:00 AM,UG,,
UG,Energy and mining,08/19/2012 12:00:00 AM,IN,,
UG,Energy and mining,08/19/2012 12:00:00 AM,IN,,
UG,Energy and mining,08/19/2012 12:00:00 AM,UG,,
UG,Energy and mining,08/19/2012 12:00:00 AM,IN,,
UG,Health and other social services,07/17/2012 12:00:00 AM,UG,,
UG,Health and other social services,09/12/2012 12:00:00 AM,UG,,
UG,Energy and mining,07/09/2012 12:00:00 AM,DE,,
UG,"Agriculture, fishing, and forestry",08/23/2012 12:00:00 AM,UG,,
UG,"Agriculture, fishing, and forestry",09/04/2012 12:00:00 AM,UG,,
UG,Energy and mining,08/13/2012 12:00:00 AM,UG,,
UA,Health and other social services,07/05/2012 12:00:00 AM,UA,,
UA,Health and other social services,09/04/2012 12:00:00 AM,GR,,
UA,Energy and mining,07/18/2012 12:00:00 AM,UA,,
UA,"Water, sanitation and flood protection",07/02/2012 12:00:00 AM,LT,,
UA,"Agriculture, fishing, and forestry",07/24/2012 12:00:00 AM,UA,,
UA,"Agriculture, fishing, and forestry",08/29/2012 12:00:00 AM,UA,,
UZ,Energy and mining,08/09/2012 12:00:00 AM,GB,,
UZ,Energy and mining,08/09/2012 12:00:00 AM,GB,,
UZ,Health and other social services,07/25/2012 12:00:00 AM,BE,,
UZ,Health and other social services,07/25/2012 12:00:00 AM,CH,,
UZ,Health and other social services,07/25/2012 12:00:00 AM,CH,,
UZ,Energy and mining,08/03/2012 12:00:00 AM,UZ,,
UZ,"Agriculture, fishing, and forestry",11/09/2012 12:00:00 AM,UZ,,
UZ,Energy and mining,10/10/2012 12:00:00 AM,UZ,,
UZ,"Water, sanitation and flood protection",08/22/2012 12:00:00 AM,UZ,,
UZ,"Water, sanitation and flood protection",08/22/2012 12:00:00 AM,UZ,,
UZ,Energy and mining,07/27/2012 12:00:00 AM,UZ,,
UZ,"Water, sanitation and flood protection",07/30/2012 12:00:00 AM,UZ,,
UZ,"Water, sanitation and flood protection",07/30/2012 12:00:00 AM,UZ,,
UZ,"Public Administration, Law, and Justice",08/09/2012 12:00:00 AM,UZ,,
UZ,"Public Administration, Law, and Justice",08/09/2012 12:00:00 AM,UZ,,
UZ,"Public Administration, Law, and Justice",08/09/2012 12:00:00 AM,UZ,,
UZ,"Public Administration, Law, and Justice",08/09/2012 12:00:00 AM,UZ,,
UZ,"Public Administration, Law, and Justice",08/09/2012 12:00:00 AM,UZ,,
UZ,"Agriculture, fishing, and forestry",09/20/2012 12:00:00 AM,UZ,,
UZ,"Agriculture, fishing, and forestry",09/20/2012 12:00:00 AM,UZ,,
UZ,"Public Administration, Law, and Justice",08/09/2012 12:00:00 AM,UZ,,
VU,Information and communications,09/18/2012 12:00:00 AM,AU,,
VU,"Agriculture, fishing, and forestry",07/13/2012 12:00:00 AM,NZ,,
VU,Information and communications,08/28/2012 12:00:00 AM,AU,,
VN,Energy and mining,07/10/2012 12:00:00 AM,CN,,
VN,Energy and mining,07/27/2012 12:00:00 AM,CN,,
VN,"Public Administration, Law, and Justice",07/20/2012 12:00:00 AM,VN,,
VN,Energy and mining,08/09/2012 12:00:00 AM,CN,,
VN,Energy and mining,08/09/2012 12:00:00 AM,SG,,
VN,Energy and mining,08/09/2012 12:00:00 AM,VN,,
VN,"Water, sanitation and flood protection",08/30/2012 12:00:00 AM,VN,,
VN,"Water, sanitation and flood protection",08/30/2012 12:00:00 AM,VN,,
VN,"Public Administration, Law, and Justice",07/20/2012 12:00:00 AM,VN,,
VN,Finance,09/27/2012 12:00:00 AM,VN,,
VN,"Public Administration, Law, and Justice",07/20/2012 12:00:00 AM,VN,,
VN,Energy and mining,08/14/2012 12:00:00 AM,VN,,
VN,Energy and mining,08/14/2012 12:00:00 AM,VN,,
VN,Energy and mining,09/07/2012 12:00:00 AM,VN,,
VN,Energy and mining,09/07/2012 12:00:00 AM,VN,,
VN,Energy and mining,10/04/2012 12:00:00 AM,VN,,
VN,Energy and mining,09/10/2012 12:00:00 AM,CN,,
VN,Energy and mining,10/04/2012 12:00:00 AM,VN,,
VN,Energy and mining,10/04/2012 12:00:00 AM,VN,,
VN,"Public Administration, Law, and Justice",10/10/2012 12:00:00 AM,VN,,
VN,"Water, sanitation and flood protection",07/11/2012 12:00:00 AM,VN,,
VN,"Water, sanitation and flood protection",07/11/2012 12:00:00 AM,VN,,
VN,Energy and mining,09/24/2012 12:00:00 AM,VN,,
VN,Energy and mining,09/07/2012 12:00:00 AM,VN,,
VN,"Public Administration, Law, and Justice",10/10/2012 12:00:00 AM,VN,,
VN,"Public Administration, Law, and Justice",10/10/2012 12:00:00 AM,VN,,
VN,Energy and mining,09/14/2012 12:00:00 AM,VN,,
VN,Energy and mining,09/07/2012 12:00:00 AM,VN,,
VN,"Public Administration, Law, and Justice",10/10/2012 12:00:00 AM,VN,,
VN,Energy and mining,09/14/2012 12:00:00 AM,VN,,
VN,Energy and mining,09/07/2012 12:00:00 AM,VN,,
VN,Energy and mining,09/24/2012 12:00:00 AM,VN,,
VN,Energy and mining,09/07/2012 12:00:00 AM,VN,,
VN,Energy and mining,10/09/2012 12:00:00 AM,CN,,
VN,"Agriculture, fishing, and forestry",07/04/2012 12:00:00 AM,VN,,
VN,"Water, sanitation and flood protection",08/09/2012 12:00:00 AM,VN,,
VN,"Water, sanitation and flood protection",08/09/2012 12:00:00 AM,VN,,
VN,Energy and mining,11/06/2012 12:00:00 AM,SG,,
VN,Energy and mining,11/06/2012 12:00:00 AM,VN,,
VN,Transportation,09/06/2012 12:00:00 AM,US,,
VN,"Water, sanitation and flood protection",09/10/2012 12:00:00 AM,VN,,
VN,"Agriculture, fishing, and forestry",09/10/2012 12:00:00 AM,VN,,
VN,"Water, sanitation and flood protection",08/22/2012 12:00:00 AM,VN,,
VN,"Water, sanitation and flood protection",08/22/2012 12:00:00 AM,VN,,
VN,"Water, sanitation and flood protection",08/16/2012 12:00:00 AM,VN,,
VN,"Water, sanitation and flood protection",09/10/2012 12:00:00 AM,VN,,
VN,"Water, sanitation and flood protection",09/10/2012 12:00:00 AM,VN,,
VN,Transportation,09/19/2012 12:00:00 AM,DK,,
VN,"Water, sanitation and flood protection",10/30/2012 12:00:00 AM,VN,,
VN,"Water, sanitation and flood protection",08/16/2012 12:00:00 AM,VN,,
VN,Transportation,08/27/2012 12:00:00 AM,CA,,
VN,Transportation,07/02/2012 12:00:00 AM,VN,,
VN,Energy and mining,11/08/2012 12:00:00 AM,CA,,
VN,Energy and mining,08/03/2012 12:00:00 AM,VN,,
VN,Transportation,10/04/2012 12:00:00 AM,AU,,
VN,Transportation,07/26/2012 12:00:00 AM,ES,,
VN,Transportation,07/26/2012 12:00:00 AM,ES,,
VN,Energy and mining,10/04/2012 12:00:00 AM,VN,,
VN,Transportation,10/19/2012 12:00:00 AM,ES,,
VN,"Water, sanitation and flood protection",10/30/2012 12:00:00 AM,VN,,
VN,"Water, sanitation and flood protection",11/02/2012 12:00:00 AM,VN,,
VN,"Water, sanitation and flood protection",11/02/2012 12:00:00 AM,VN,,
VN,"Agriculture, fishing, and forestry",08/09/2012 12:00:00 AM,VN,,
VN,"Agriculture, fishing, and forestry",09/24/2012 12:00:00 AM,VN,,
VN,Energy and mining,08/16/2012 12:00:00 AM,BE,,
VN,Energy and mining,08/09/2012 12:00:00 AM,VN,,
VN,Energy and mining,08/09/2012 12:00:00 AM,VN,,
VN,Energy and mining,08/09/2012 12:00:00 AM,VN,,
VN,Energy and mining,08/09/2012 12:00:00 AM,VN,,
VN,Energy and mining,10/04/2012 12:00:00 AM,VN,,
VN,Energy and mining,08/09/2012 12:00:00 AM,VN,,
VN,Energy and mining,09/10/2012 12:00:00 AM,VN,,
VN,Energy and mining,10/04/2012 12:00:00 AM,VN,,
VN,"Water, sanitation and flood protection",11/30/2012 12:00:00 AM,KR,,
VN,Energy and mining,09/10/2012 12:00:00 AM,VN,,
VN,Energy and mining,09/10/2012 12:00:00 AM,VN,,
VN,Energy and mining,09/10/2012 12:00:00 AM,VN,,
VN,Energy and mining,07/10/2012 12:00:00 AM,VN,,
VN,Energy and mining,07/10/2012 12:00:00 AM,VN,,
VN,"Water, sanitation and flood protection",10/24/2012 12:00:00 AM,DK,,
VN,"Water, sanitation and flood protection",11/16/2012 12:00:00 AM,VN,,
VN,"Water, sanitation and flood protection",08/02/2012 12:00:00 AM,NZ,,
VN,"Agriculture, fishing, and forestry",11/26/2012 12:00:00 AM,VN,,
VN,Transportation,09/10/2012 12:00:00 AM,JP,,
VN,"Agriculture, fishing, and forestry",08/20/2012 12:00:00 AM,VN,,
VN,Energy and mining,10/02/2012 12:00:00 AM,VN,,
VN,Energy and mining,10/02/2012 12:00:00 AM,VN,,
VN,"Water, sanitation and flood protection",10/02/2012 12:00:00 AM,VN,,
VN,Education,11/16/2012 12:00:00 AM,VN,,
VN,"Water, sanitation and flood protection",07/05/2012 12:00:00 AM,VN,,
VN,"Water, sanitation and flood protection",07/05/2012 12:00:00 AM,VN,,
VN,"Water, sanitation and flood protection",07/05/2012 12:00:00 AM,VN,,
